Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Class	Order	Family	Genus	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
Alchornea costaricensis	Alchornea costaricensis		Plantae				Euphorbiaceae		species					
Alchornea glandulosa	Alchornea glandulosa		Plantae				Euphorbiaceae		species					
Alchornea grandis	Alchornea grandis		Plantae				Euphorbiaceae		species					
Alchornea hirtella	Alchornea hirtella		Plantae				Euphorbiaceae		species					
Alchornea iricurana	Alchornea iricurana		Plantae				Euphorbiaceae		species					
Alchornea latifolia	Alchornea latifolia		Plantae				Euphorbiaceae		species					
Alchornea schomburgkii	Alchornea schomburgkii		Plantae				Euphorbiaceae		species					
Alchornea triplinervia	Alchornea triplinervia		Plantae				Euphorbiaceae		species					
Alchorneopsis portoricensis	Alchorneopsis portoricensis		Plantae				Euphorbiaceae		species					
Alchorneopsis trimera	Alchorneopsis trimera		Plantae				Euphorbiaceae		species					
Aldina heterophylla	Aldina heterophylla		Plantae				Fabaceae		species					
Aldina insignis	Aldina insignis		Plantae				Fabaceae		species					
Aldina latifolia	Aldina latifolia		Plantae				Fabaceae		species					
Alectryon oleifolius	Alectryon oleifolius		Plantae				Sapindaceae		species					
Aleurites moluccana	Aleurites moluccana		Plantae				Euphorbiaceae		species					
Aleurites montana	Aleurites montana		Plantae				Euphorbiaceae		species					
Aleurites trisperma	Aleurites trisperma		Plantae				Euphorbiaceae		species					
Alexa grandiflora	Alexa grandiflora		Plantae				Fabaceae		species					
Alexa imperatricis	Alexa imperatricis		Plantae				Fabaceae		species					
Alexa wachenheimii	Alexa wachenheimii		Plantae				Fabaceae		species					
Alibertia curviflora	Alibertia curviflora		Plantae				Rubiaceae		species					
Alibertia edulis	Alibertia edulis		Plantae				Rubiaceae		species					
Alibertia sessilis	Alibertia sessilis		Plantae				Rubiaceae		species					
Alibertia verrucosa	Alibertia verrucosa		Plantae				Rubiaceae		species					
Allanblackia floribunda	Allanblackia floribunda		Plantae				Clusiaceae		species					
Allanblackia parviflora	Allanblackia parviflora		Plantae				Clusiaceae		species					
Allanblackia stanerana	Allanblackia stanerana		Plantae				Clusiaceae		species					
Allanblackia stuhlmannii	Allanblackia stuhlmannii		Plantae				Clusiaceae		species					
Allantoma lineata	Allantoma lineata		Plantae				Lecythidaceae		species					
Allocasuarina acutivalvis	Allocasuarina acutivalvis		Plantae				Casuarinaceae		species					
Allocasuarina corniculata	Allocasuarina corniculata		Plantae				Casuarinaceae		species					
Allocasuarina decaisneana	Allocasuarina decaisneana		Plantae				Casuarinaceae		species					
Allocasuarina dielsiana	Allocasuarina dielsiana		Plantae				Casuarinaceae		species					
Allocasuarina fraseriana	Allocasuarina fraseriana		Plantae				Casuarinaceae		species					
Allocasuarina huegeliana	Allocasuarina huegeliana		Plantae				Casuarinaceae		species					
Allocasuarina inophloia	Allocasuarina inophloia		Plantae				Casuarinaceae		species					
Allocasuarina littoralis	Allocasuarina littoralis		Plantae				Casuarinaceae		species					
Allocasuarina luehmannii	Allocasuarina luehmannii		Plantae				Casuarinaceae		species					
Allocasuarina torulosa	Allocasuarina torulosa		Plantae				Casuarinaceae		species					
Allophylus abyssinicus	Allophylus abyssinicus		Plantae				Sapindaceae		species					
Allophylus africanus	Allophylus africanus		Plantae				Sapindaceae		species					
Allophylus amazonicus	Allophylus amazonicus		Plantae				Sapindaceae		species					
Allophylus camptostachys	Allophylus camptostachys		Plantae				Sapindaceae		species					
Allophylus chirindensis	Allophylus chirindensis		Plantae				Sapindaceae		species					
Allophylus cobbe	Allophylus cobbe		Plantae				Sapindaceae		species					
Allophylus edulis	Allophylus edulis		Plantae				Sapindaceae		species					
Allophylus floribundus	Allophylus floribundus		Plantae				Sapindaceae		species					
Allophylus peruvianus	Allophylus peruvianus		Plantae				Sapindaceae		species					
Allophylus scrobiculatus	Allophylus scrobiculatus		Plantae				Sapindaceae		species					
Alloxylon brachycarpum	Alloxylon brachycarpum		Plantae				Proteaceae		species					
Alloxylon flammeum	Alloxylon flammeum		Plantae				Proteaceae		species					
Alloxylon wickhamii	Alloxylon wickhamii		Plantae				Proteaceae		species					
Alluaudia procera	Alluaudia procera		Plantae				Portulacaceae		species					
Alniphyllum fortunei	Alniphyllum fortunei		Plantae				Styracaceae		species					
Alnus acuminata	Alnus acuminata		Plantae				Betulaceae		species					
Alnus glutinosa	Alnus glutinosa		Plantae				Betulaceae		species					
Alnus incana	Alnus incana		Plantae				Betulaceae		species					
Alnus jorullensis	Alnus jorullensis		Plantae				Betulaceae		species					
Alnus nepalensis	Alnus nepalensis		Plantae				Betulaceae		species					
Alnus nitida	Alnus nitida		Plantae				Betulaceae		species					
Alnus rubra	Alnus rubra		Plantae				Betulaceae		species					
Alnus sibirica	Alnus sibirica		Plantae				Betulaceae		species					
Alnus trabeculosa	Alnus trabeculosa		Plantae				Betulaceae		species					
Alphitonia excelsa	Alphitonia excelsa		Plantae				Rhamnaceae		species					
Alphitonia ferruginea	Alphitonia ferruginea		Plantae				Rhamnaceae		species					
Alphitonia macrocarpa	Alphitonia macrocarpa		Plantae				Rhamnaceae		species					
Alphitonia moluccana	Alphitonia moluccana		Plantae				Rhamnaceae		species					
Alphitonia petriei	Alphitonia petriei		Plantae				Rhamnaceae		species					
Alphitonia whitei	Alphitonia whitei		Plantae				Rhamnaceae		species					
Alphitonia zizyphoides	Alphitonia zizyphoides		Plantae				Rhamnaceae		species					
Alphonsea elliptica	Alphonsea elliptica		Plantae				Annonaceae		species					
Alphonsea javanica	Alphonsea javanica		Plantae				Annonaceae		species					
Alphonsea maingayi	Alphonsea maingayi		Plantae				Annonaceae		species					
Alphonsea subdehiscens	Alphonsea subdehiscens		Plantae				Annonaceae		species					
Alphonsea teysmannii	Alphonsea teysmannii		Plantae				Annonaceae		species					
Alseis blackiana	Alseis blackiana		Plantae				Rubiaceae		species					
Alseis floribunda	Alseis floribunda		Plantae				Rubiaceae		species					
Alseis peruviana	Alseis peruviana		Plantae				Rubiaceae		species					
Alseodaphne bancana	Alseodaphne bancana		Plantae				Lauraceae		species					
Alseodaphne elongata	Alseodaphne elongata		Plantae				Lauraceae		species					
Alseodaphne hainanensis	Alseodaphne hainanensis		Plantae				Lauraceae		species					
Alseodaphne insignis	Alseodaphne insignis		Plantae				Lauraceae		species					
Alseodaphne longipes	Alseodaphne longipes		Plantae				Lauraceae		species					
Alseodaphne oblanceolata	Alseodaphne oblanceolata		Plantae				Lauraceae		species					
Alseodaphne peduncularis	Alseodaphne peduncularis		Plantae				Lauraceae		species					
Alseodaphne pendulifolia	Alseodaphne pendulifolia		Plantae				Lauraceae		species					
Alseodaphne semicarpifolia	Alseodaphne semicarpifolia		Plantae				Lauraceae		species					
Alseodaphne umbelliflora	Alseodaphne umbelliflora		Plantae				Lauraceae		species					
Alstonia actinophylla	Alstonia actinophylla		Plantae				Apocynaceae		species					
Alstonia angustifolia	Alstonia angustifolia		Plantae				Apocynaceae		species					
Alstonia angustiloba	Alstonia angustiloba		Plantae				Apocynaceae		species					
Alstonia boonei	Alstonia boonei		Plantae				Apocynaceae		species					
Alstonia brassii	Alstonia brassii		Plantae				Apocynaceae		species					
Alstonia calophylla	Alstonia calophylla		Plantae				Apocynaceae		species					
Alstonia congensis	Alstonia congensis		Plantae				Apocynaceae		species					
Alstonia constricta	Alstonia constricta		Plantae				Apocynaceae		species					
Alstonia glaucescens	Alstonia glaucescens		Plantae				Apocynaceae		species					
Alstonia macrophylla	Alstonia macrophylla		Plantae				Apocynaceae		species					
Alstonia muelleriana	Alstonia muelleriana		Plantae				Apocynaceae		species					
Alstonia pneumatophora	Alstonia pneumatophora		Plantae				Apocynaceae		species					
Alstonia scholaris	Alstonia scholaris		Plantae				Apocynaceae		species					
Alstonia spatulata	Alstonia spatulata		Plantae				Apocynaceae		species					
Alstonia spectabilis	Alstonia spectabilis		Plantae				Apocynaceae		species					
Altingia chinensis	Altingia chinensis		Plantae				Altingiaceae		species					
Altingia excelsa	Altingia excelsa		Plantae				Altingiaceae		species					
Altingia obovata	Altingia obovata		Plantae				Altingiaceae		species					
Altingia yunnanensis	Altingia yunnanensis		Plantae				Altingiaceae		species					
Alvaradoa amorphoides	Alvaradoa amorphoides		Plantae				Simaroubaceae		species					
Amaioua guianensis	Amaioua guianensis		Plantae				Rubiaceae		species					
Amanoa glaucophylla	Amanoa glaucophylla		Plantae				Euphorbiaceae		species					
Amanoa guianensis	Amanoa guianensis		Plantae				Euphorbiaceae		species					
Amanoa oblongifolia	Amanoa oblongifolia		Plantae				Euphorbiaceae		species					
Ambelania acida	Ambelania acida		Plantae				Apocynaceae		species					
Ambelania quadrangularis	Ambelania quadrangularis		Plantae				Apocynaceae		species					
Amblygonocarpus andongensis	Amblygonocarpus andongensis		Plantae				Fabaceae		species					
Amburana cearensis	Amburana cearensis		Plantae				Fabaceae		species					
Amelanchier canadensis	Amelanchier canadensis		Plantae				Rosaceae		species					
Amentotaxus argotaenia	Amentotaxus argotaenia		Plantae				Taxaceae		species					
Amesiodendron chinense	Amesiodendron chinense		Plantae				Sapindaceae		species					
Amherstia nobilis	Amherstia nobilis		Plantae				Fabaceae		species					
Amomyrtella guili	Amomyrtella guili		Plantae				Myrtaceae		species					
Ampelocera edentula	Ampelocera edentula		Plantae				Ulmaceae		species					
Ampelocera hottlei	Ampelocera hottlei		Plantae				Ulmaceae		species					
Ampelocera ruizii	Ampelocera ruizii		Plantae				Ulmaceae		species					
Amphimas ferrugineus	Amphimas ferrugineus		Plantae				Fabaceae		species					
Amphimas pterocarpoides	Amphimas pterocarpoides		Plantae				Fabaceae		species					
Amphipterygium adstringens	Amphipterygium adstringens		Plantae				Anacardiaceae		species					
Amphirrhox longifolia	Amphirrhox longifolia		Plantae				Violaceae		species					
Amphitecna tuxtlensis	Amphitecna tuxtlensis		Plantae				Bignoniaceae		species					
Amyris elemifera	Amyris elemifera		Plantae				Rutaceae		species					
Amyris simplicifolia	Amyris simplicifolia		Plantae				Rutaceae		species					
Amyxa pluricornis	Amyxa pluricornis		Plantae				Thymelaeaceae		species					
Anacardium excelsum	Anacardium excelsum		Plantae				Anacardiaceae		species					
Anacardium giganteum	Anacardium giganteum		Plantae				Anacardiaceae		species					
Anacardium occidentale	Anacardium occidentale		Plantae				Anacardiaceae		species					
Anacardium parvifolium	Anacardium parvifolium		Plantae				Anacardiaceae		species					
Anacardium spruceanum	Anacardium spruceanum		Plantae				Anacardiaceae		species					
Anacardium tenuifolium	Anacardium tenuifolium		Plantae				Anacardiaceae		species					
Anadenanthera colubrina	Anadenanthera colubrina		Plantae				Fabaceae		species					
Anadenanthera peregrina	Anadenanthera peregrina		Plantae				Fabaceae		species					
Anaxagorea crassipetala	Anaxagorea crassipetala		Plantae				Annonaceae		species					
Anaxagorea dolichocarpa	Anaxagorea dolichocarpa		Plantae				Annonaceae		species					
Andira anthelmia	Andira anthelmia		Plantae				Fabaceae		species					
Andira coriacea	Andira coriacea		Plantae				Fabaceae		species					
Andira fraxinifolia	Andira fraxinifolia		Plantae				Fabaceae		species					
Andira inermis	Andira inermis		Plantae				Fabaceae		species					
Andira micrantha	Andira micrantha		Plantae				Fabaceae		species					
Andira parviflora	Andira parviflora		Plantae				Fabaceae		species					
Andira surinamensis	Andira surinamensis		Plantae				Fabaceae		species					
Andira unifoliolata	Andira unifoliolata		Plantae				Fabaceae		species					
Androstachys johnsonii	Androstachys johnsonii		Plantae				Picrodendraceae		species					
Angophora bakeri	Angophora bakeri		Plantae				Myrtaceae		species					
Angophora costata	Angophora costata		Plantae				Myrtaceae		species					
Angophora floribunda	Angophora floribunda		Plantae				Myrtaceae		species					
Angophora subvelutina	Angophora subvelutina		Plantae				Myrtaceae		species					
Angophora woodsiana	Angophora woodsiana		Plantae				Myrtaceae		species					
Aniba affinis	Aniba affinis		Plantae				Lauraceae		species					
Aniba amazonica	Aniba amazonica		Plantae				Lauraceae		species					
Aniba burchellii	Aniba burchellii		Plantae				Lauraceae		species					
Aniba canelilla	Aniba canelilla		Plantae				Lauraceae		species					
Aniba cylindriflora	Aniba cylindriflora		Plantae				Lauraceae		species					
Aniba excelsa	Aniba excelsa		Plantae				Lauraceae		species					
Aniba firmula	Aniba firmula		Plantae				Lauraceae		species					
Aniba guianensis	Aniba guianensis		Plantae				Lauraceae		species					
Aniba hostmanniana	Aniba hostmanniana		Plantae				Lauraceae		species					
Aniba hypoglauca	Aniba hypoglauca		Plantae				Lauraceae		species					
Aniba panurensis	Aniba panurensis		Plantae				Lauraceae		species					
Aniba parviflora	Aniba parviflora		Plantae				Lauraceae		species					
Aniba perutilis	Aniba perutilis		Plantae				Lauraceae		species					
Aniba puchury-minor	Aniba puchury-minor		Plantae				Lauraceae		species					
Aniba riparia	Aniba riparia		Plantae				Lauraceae		species					
Aniba rosaeodora	Aniba rosaeodora		Plantae				Lauraceae		species					
Aniba terminalis	Aniba terminalis		Plantae				Lauraceae		species					
Aniba williamsii	Aniba williamsii		Plantae				Lauraceae		species					
Anisophyllea apetala	Anisophyllea apetala		Plantae				Anisophylleaceae		species					
Anisophyllea beccariana	Anisophyllea beccariana		Plantae				Anisophylleaceae		species					
Anisophyllea disticha	Anisophyllea disticha		Plantae				Anisophylleaceae		species					
Anisophyllea grandis	Anisophyllea grandis		Plantae				Anisophylleaceae		species					
Anisophyllea laurina	Anisophyllea laurina		Plantae				Anisophylleaceae		species					
Anisophyllea manausensis	Anisophyllea manausensis		Plantae				Anisophylleaceae		species					
Anisophyllea obtusifolia	Anisophyllea obtusifolia		Plantae				Anisophylleaceae		species					
Anisoptera aurea	Anisoptera aurea		Plantae				Dipterocarpaceae		species					
Anisoptera costata	Anisoptera costata		Plantae				Dipterocarpaceae		species					
Anisoptera curtisii	Anisoptera curtisii		Plantae				Dipterocarpaceae		species					
Anisoptera grossivenia	Anisoptera grossivenia		Plantae				Dipterocarpaceae		species					
Anisoptera laevis	Anisoptera laevis		Plantae				Dipterocarpaceae		species					
Anisoptera marginata	Anisoptera marginata		Plantae				Dipterocarpaceae		species					
Anisoptera megistocarpa	Anisoptera megistocarpa		Plantae				Dipterocarpaceae		species					
Anisoptera oblonga	Anisoptera oblonga		Plantae				Dipterocarpaceae		species					
Anisoptera polyandra	Anisoptera polyandra		Plantae				Dipterocarpaceae		species					
Anisoptera scaphula	Anisoptera scaphula		Plantae				Dipterocarpaceae		species					
Anisoptera thurifera	Anisoptera thurifera		Plantae				Dipterocarpaceae		species					
Anneslea crassipes	Anneslea crassipes		Plantae				Pentaphylacaeae		species					
Anneslea fragrans	Anneslea fragrans		Plantae				Pentaphylacaeae		species					
Annickia chlorantha	Annickia chlorantha		Plantae				Annonaceae		species					
Annickia polycarpa	Annickia polycarpa		Plantae				Annonaceae		species					
Annona crassiflora	Annona crassiflora		Plantae				Annonaceae		species					
Annona foetida	Annona foetida		Plantae				Annonaceae		species					
Annona fraxinifolium	Annona fraxinifolium		Plantae				Annonaceae		species					
Annona glabra	Annona glabra		Plantae				Annonaceae		species					
Annona hypoglauca	Annona hypoglauca		Plantae				Annonaceae		species					
Annona muricata	Annona muricata		Plantae				Annonaceae		species					
Annona reticulata	Annona reticulata		Plantae				Annonaceae		species					
Annona spraguei	Annona spraguei		Plantae				Annonaceae		species					
Annona squamosa	Annona squamosa		Plantae				Annonaceae		species					
Anodopetalum biglandulosum	Anodopetalum biglandulosum		Plantae				Cunoniaceae		species					
Anogeissus acuminata	Anogeissus acuminata		Plantae				Combretaceae		species					
